timestamp,symbol,reason_codes,hour
2026-01-22 14:51:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-22 14:54:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-22 14:57:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-22 15:00:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:03:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:06:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:09:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:12:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:15:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:18:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:21:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:24:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:27:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:30:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:33:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:36:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:39:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:42:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:45:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:48:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:51:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:54:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 15:57:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-22 16:00:00-05:00,AAPL,SYMBOL_BLOCKED,16
2026-01-23 09:30:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:33:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:36:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:39:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:42:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:45:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:48:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:51:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:54:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 09:57:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-23 10:00:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:03:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:06:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:09:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:12:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:15:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:18:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:21:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:24:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:27:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:30:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:33:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:36:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:39:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:42:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:45:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:48:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:51:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:54:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 10:57:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-23 11:00:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:03:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:06:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:09:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:12:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:15:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:18:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:21:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:24:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:27:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:30:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:33:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:36:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:39:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:42:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:45:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:48:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:51:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:54:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 11:57:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-23 12:00:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:03:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:06:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:09:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:12:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:15:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:18:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:21:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:24:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:27:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:30:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:33:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:36:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:39:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:42:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:45:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:48:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:51:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:54:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 12:57:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-23 13:00:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:03:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:06:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:09:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:12:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:15:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:18:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:21:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:24:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:27:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:30:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:33:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:36:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:39:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:42:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:45:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:48:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:51:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:54:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 13:57:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-23 14:00:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:03:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:06:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:09:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:12:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:15:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:18:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:21:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:24:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:27:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:30:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:33:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:36:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:39:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:42:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:45:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:48:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:51:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:54:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 14:57:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-23 15:00:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:03:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:06:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:09:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:12:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:15:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:18:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:21:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:24:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:27:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:30:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:33:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:36:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:39:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:42:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:45:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:48:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:51:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:54:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 15:57:00-05:00,AAPL,SYMBOL_BLOCKED,15
2026-01-23 16:00:00-05:00,AAPL,SYMBOL_BLOCKED,16
2026-01-26 09:30:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:33:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:36:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:39:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:42:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:45:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:48:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:51:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:54:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 09:57:00-05:00,AAPL,SYMBOL_BLOCKED,9
2026-01-26 10:00:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:03:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:06:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:09:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:12:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:15:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:18:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:21:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:24:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:27:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:30:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:33:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:36:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:39:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:42:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:45:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:48:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:51:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:54:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 10:57:00-05:00,AAPL,SYMBOL_BLOCKED,10
2026-01-26 11:00:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:03:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:06:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:09:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:12:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:15:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:18:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:21:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:24:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:27:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:30:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:33:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:36:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:39:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:42:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:45:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:48:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:51:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:54:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 11:57:00-05:00,AAPL,SYMBOL_BLOCKED,11
2026-01-26 12:00:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:03:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:06:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:09:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:12:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:15:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:18:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:21:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:24:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:27:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:30:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:33:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:36:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:39:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:42:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:45:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:48:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:51:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:54:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 12:57:00-05:00,AAPL,SYMBOL_BLOCKED,12
2026-01-26 13:00:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:03:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:06:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:09:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:12:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:15:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:18:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:21:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:24:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:27:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:30:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:33:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:36:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:39:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:42:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:45:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:48:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:51:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:54:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 13:57:00-05:00,AAPL,SYMBOL_BLOCKED,13
2026-01-26 14:00:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-26 14:03:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-26 14:06:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-26 14:09:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-26 14:12:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-26 14:15:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-26 14:18:00-05:00,AAPL,SYMBOL_BLOCKED,14
2026-01-26 14:21:00-05:00,AAPL,SYMBOL_BLOCKED,14
